sale_id,date,store_channel,payment_method,product_id,product_name,category,sub_category,quantity_sold,unit_price,discount_pct,discount_amount,total_sale,cost_total,gross_profit,customer_id,is_promotion,is_returned,net_profit
S00046,2024-01-02,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,3,44.99,5,6.75,128.22,48.0,80.22,C106,True,False,80.22
S00047,2024-01-02,Online,Mobile Pay,P020,Unisex Cap,All,Accessories,3,14.99,5,2.25,42.72,12.0,30.72,C194,True,True,0.0
S00048,2024-01-02,Physical,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,10,4.0,35.98,14.0,21.98,C164,True,False,21.98
S00049,2024-01-02,Online,Debit Card,P020,Unisex Cap,All,Accessories,5,14.99,10,7.5,67.45,20.0,47.45,C161,True,False,47.45
S00050,2024-01-02,Physical,Cash,P005,Men's Hoodie,Men,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C028,True,False,69.98
S00051,2024-01-02,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C051,True,False,69.98
S00052,2024-01-02,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,3,54.99,10,16.5,148.47,60.0,88.47,C129,True,False,88.47
S00053,2024-01-02,Online,Mobile Pay,P022,Leather Belt,All,Accessories,1,19.99,5,1.0,18.99,6.0,12.99,Guest,True,False,12.99
S00054,2024-01-02,Online,PayPal,P013,Women's Hoodie,Women,Jacket,1,59.99,10,6.0,53.99,22.0,31.99,C111,True,False,31.99
S00055,2024-01-02,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,3,24.99,15,11.25,63.72,24.0,39.72,C021,True,False,39.72
S00056,2024-01-02,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,4,44.99,0,0.0,179.96,64.0,115.96,C170,True,False,115.96
S00057,2024-01-02,Physical,Mobile Pay,P015,Women's Cardigan,Women,Top,3,49.99,5,7.5,142.47,54.0,88.47,C171,True,False,88.47
S00058,2024-01-02,Physical,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,15,25.5,144.48,64.0,80.48,C058,True,False,80.48
S00059,2024-01-02,Online,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,10,18.0,161.98,70.0,91.98,C153,True,False,91.98
S00060,2024-01-02,Online,Credit Card,P010,Women's Blouse,Women,Top,3,34.99,10,10.5,94.47,36.0,58.47,C055,True,False,58.47
S00061,2024-01-02,Online,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,10,3.5,31.49,12.0,19.49,C182,True,False,19.49
S00062,2024-01-02,Online,Debit Card,P022,Leather Belt,All,Accessories,2,19.99,5,2.0,37.98,12.0,25.98,C030,True,False,25.98
S00063,2024-01-02,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,1,54.99,10,5.5,49.49,20.0,29.49,C088,True,False,29.49
S00064,2024-01-02,Online,Debit Card,P018,Kids Jacket,Kids,Jacket,2,44.99,10,9.0,80.98,32.0,48.98,C190,True,False,48.98
S00065,2024-01-02,Online,Mobile Pay,P004,Men's Chino Pants,men,Pants,1,44.99,10,4.5,40.49,15.0,25.49,C045,True,False,25.49
S00066,2024-01-02,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,Guest,True,False,63.98
S00067,2024-01-02,Physical,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,4,89.99,15,53.99,305.97,140.0,165.97,C070,True,False,165.97
S00068,2024-01-02,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,5,4.5,85.49,35.0,50.49,C006,True,False,50.49
S00069,2024-01-02,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,20,8.99,35.98,12.0,23.98,C011,True,False,23.98
S00070,2024-01-02,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,5,2.75,52.24,20.0,32.24,C101,True,False,32.24
S00071,2024-01-02,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C048,True,False,69.98
S00072,2024-01-02,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,15,8.25,46.74,20.0,26.74,C199,True,False,26.74
S00073,2024-01-02,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,1,54.99,20,11.0,43.99,20.0,23.99,C075,True,False,23.99
S00074,2024-01-02,Online,Mobile Pay,P005,Men's Hoodie,Men,Jacket,1,59.99,10,6.0,53.99,22.0,31.99,C006,True,False,31.99
S00075,2024-01-03,Physical,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,10,25.5,229.47,96.0,133.47,C002,True,False,133.47
S00076,2024-01-03,Online,Debit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,20,24.0,95.98,44.0,51.98,C022,True,False,51.98
S00077,2024-01-03,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,2,44.99,20,18.0,71.98,30.0,41.98,C027,True,False,41.98
S00078,2024-01-03,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,15,38.25,216.72,96.0,120.72,C053,True,False,120.72
S00079,2024-01-03,Physical,Debit Card,P011,Women's Skirt,Women,Skirt,3,39.99,15,18.0,101.97,42.0,59.97,C074,True,False,59.97
S00080,2024-01-03,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,10,6.0,53.99,22.0,31.99,C081,True,False,31.99
S00081,2024-01-03,Online,PayPal,P020,Unisex Cap,All,Accessories,2,14.99,10,3.0,26.98,8.0,18.98,C010,True,False,18.98
S00082,2024-01-03,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,10,18.0,161.97,66.0,95.97,C011,True,False,95.97
S00083,2024-01-03,Physical,Debit Card,P022,Leather Belt,All,Accessories,3,19.99,15,9.0,50.97,18.0,32.97,C113,True,False,32.97
S00084,2024-01-03,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,1,44.99,20,9.0,35.99,15.0,20.99,C073,True,False,20.99
S00085,2024-01-03,Online,PayPal,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C058,True,False,9.49
S00086,2024-01-03,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,2,44.99,10,9.0,80.98,30.0,50.98,C078,True,False,50.98
S00087,2024-01-03,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C091,True,False,7.49
S00088,2024-01-03,Online,Credit Card,P018,Kids Jacket,Kids,Jacket,3,44.99,5,6.75,128.22,48.0,80.22,C110,True,False,80.22
S00089,2024-01-03,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,15,8.25,46.74,20.0,26.74,C166,True,False,26.74
S00090,2024-01-03,Physical,Debit Card,P011,Women's Skirt,Women,Skirt,1,39.99,5,2.0,37.99,14.0,23.99,C125,True,False,23.99
S00091,2024-01-03,Physical,Cash,P009,Women's Casual Dress,Women,Dress,3,44.99,20,26.99,107.98,48.0,59.98,C123,True,False,59.98
S00092,2024-01-03,Physical,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,15,27.0,152.98,70.0,82.98,C026,True,False,82.98
S00093,2024-01-03,Online,PayPal,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,5,1.5,28.47,7.5,20.97,C020,True,True,0.0
S00094,2024-01-03,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,15,3.75,21.24,8.0,13.24,C075,True,False,13.24
S00095,2024-01-03,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,15,1.5,8.49,2.5,5.99,C198,True,True,0.0
S00096,2024-01-03,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,20,22.0,87.98,40.0,47.98,C112,True,False,47.98
S00097,2024-01-03,Physical,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,4,84.99,5,17.0,322.96,128.0,194.96,C074,True,False,194.96
S00098,2024-01-03,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,C029,True,False,63.98
S00099,2024-01-03,Online,Debit Card,P004,Men's Chino Pants,Men,Pants,3,44.99,5,6.75,128.22,45.0,83.22,C121,True,False,83.22
S00100,2024-01-03,Physical,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,10,9.0,80.99,35.0,45.99,C081,True,False,45.99
S00101,2024-01-03,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C009,True,False,14.49
S00102,2024-01-03,Physical,Credit Card,P013,Women's Hoodie,Women,Jacket,3,59.99,5,9.0,170.97,66.0,104.97,C008,True,False,104.97
S00103,2024-01-03,Online,PayPal,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,15,13.5,76.49,35.0,41.49,C143,True,False,41.49
S00104,2024-01-03,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,20,8.99,35.98,12.0,23.98,C161,True,False,23.98
S00105,2024-01-03,Physical,Cash,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,20,17.0,67.99,32.0,35.99,C104,True,False,35.99
S00106,2024-01-03,Online,Mobile Pay,P021,Unisex Socks (3-pack),all,Accessories,2,9.99,15,3.0,16.98,5.0,11.98,C030,True,False,11.98
S00107,2024-01-03,Physical,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,10,1.0,8.99,2.5,6.49,C179,True,False,6.49
S00108,2024-01-03,Physical,Credit Card,P022,Leather Belt,All,Accessories,3,19.99,5,3.0,56.97,18.0,38.97,C028,True,False,38.97
S00109,2024-01-03,Physical,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,15,25.5,144.48,64.0,80.48,C187,True,False,80.48
S00110,2024-01-03,Online,Debit Card,P008,Women's Floral Dress,Women,Dress,1,54.99,10,5.5,49.49,20.0,29.49,C064,True,False,29.49
S00111,2024-01-03,Physical,Credit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,5,2.25,42.74,15.0,27.74,C079,True,False,27.74
S00112,2024-01-03,Physical,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,10,17.0,152.98,64.0,88.98,C124,True,False,88.98
S00113,2024-01-03,Physical,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,5,8.5,161.48,64.0,97.48,C169,True,False,97.48
S00114,2024-01-03,Physical,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,1,24.99,15,3.75,21.24,8.0,13.24,C119,True,False,13.24
S00115,2024-01-03,Physical,Mobile Pay,P009,Women's Casual Dress,Women,Dress,3,44.99,15,20.25,114.72,48.0,66.72,C102,True,False,66.72
S00116,2024-01-03,Online,Mobile Pay,P025,Women's Swimsuit,Women,Swimwear,1,44.99,5,2.25,42.74,16.0,26.74,C102,True,False,26.74
S00117,2024-01-04,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,15,1.5,8.49,2.5,5.99,C093,True,False,5.99
S00118,2024-01-04,Online,Credit Card,P012,Women's Skinny Jeans,Women,Pants,3,54.99,10,16.5,148.47,60.0,88.47,C144,True,False,88.47
S00119,2024-01-04,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,10,4.5,40.49,16.0,24.49,C085,True,False,24.49
S00120,2024-01-04,Physical,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C076,True,False,10.24
S00121,2024-01-04,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,3,49.99,5,7.5,142.47,54.0,88.47,C046,True,False,88.47
S00122,2024-01-04,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,C093,True,False,63.98
S00123,2024-01-04,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,10,9.0,80.99,35.0,45.99,C032,True,False,45.99
S00124,2024-01-04,Online,Debit Card,P015,Women's Cardigan,Women,Top,1,49.99,5,2.5,47.49,18.0,29.49,C038,True,False,29.49
S00125,2024-01-04,Physical,Mobile Pay,P003,Men's Slim Jeans,Men,Pants,2,49.99,20,20.0,79.98,36.0,43.98,C176,True,False,43.98
S00126,2024-01-04,Online,PayPal,P003,Men's Slim Jeans,Men,Pants,2,49.99,15,15.0,84.98,36.0,48.98,C154,True,False,48.98
S00127,2024-01-04,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C007,True,False,10.24
S00128,2024-01-04,Online,Debit Card,P017,Kids Jeans,Kids,Pants,1,29.99,10,3.0,26.99,10.0,16.99,C133,True,False,16.99
S00129,2024-01-04,Physical,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,10,3.0,26.98,8.0,18.98,C123,True,True,0.0
S00130,2024-01-04,Online,Debit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C188,True,False,27.98
S00131,2024-01-04,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,5,2.25,42.74,15.0,27.74,C178,True,False,27.74
S00132,2024-01-04,Physical,Cash,P023,Canvas Tote Bag,All,Accessories,1,24.99,15,3.75,21.24,8.0,13.24,C049,True,False,13.24
S00133,2024-01-04,Physical,Debit Card,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,10,18.0,161.98,70.0,91.98,C014,True,False,91.98
S00134,2024-01-04,Physical,Cash,P022,Leather Belt,All,Accessories,3,19.99,20,11.99,47.98,18.0,29.98,C119,True,False,29.98
S00135,2024-01-04,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C090,True,False,7.49
S00136,2024-01-04,Physical,Debit Card,P010,Women's Blouse,Women,Top,1,34.99,10,3.5,31.49,12.0,19.49,C135,True,False,19.49
S00137,2024-01-04,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,0,0.0,49.98,16.0,33.98,C175,True,True,0.0
S00138,2024-01-04,Physical,Cash,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C049,True,False,10.24
S00139,2024-01-04,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,20,5.0,19.99,8.0,11.99,C009,True,False,11.99
S00140,2024-01-04,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,1,54.99,15,8.25,46.74,20.0,26.74,C088,True,False,26.74
S00141,2024-01-04,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,3,44.99,5,6.75,128.22,45.0,83.22,C108,True,False,83.22
S00142,2024-01-04,Physical,Debit Card,P018,Kids Jacket,Kids,Jacket,1,44.99,10,4.5,40.49,16.0,24.49,C151,True,False,24.49
S00143,2024-01-04,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,15,2.25,12.74,4.0,8.74,C156,True,False,8.74
S00144,2024-01-04,Physical,Unknown,P023,Canvas Tote Bag,All,Accessories,3,24.99,20,14.99,59.98,24.0,35.98,C029,True,False,35.98
S00145,2024-01-04,Online,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,20,7.0,27.99,12.0,15.99,C199,True,False,15.99
S00146,2024-01-04,Physical,Credit Card,P018,Kids Jacket,Kids,Jacket,1,44.99,15,6.75,38.24,16.0,22.24,C047,True,False,22.24
S00147,2024-01-04,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,20,4.0,15.98,5.0,10.98,C184,True,False,10.98
S00148,2024-01-04,Physical,Cash,P022,Leather Belt,All,Accessories,2,19.99,10,4.0,35.98,12.0,23.98,C116,True,False,23.98
S00149,2024-01-04,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,15,2.25,12.74,4.0,8.74,C116,True,False,8.74
S00150,2024-01-04,Online,PayPal,P009,Women's Casual Dress,Women,Dress,3,44.99,15,20.25,114.72,48.0,66.72,C155,True,False,66.72
S00151,2024-01-05,Physical,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,10,8.5,76.49,32.0,44.49,C055,True,False,44.49
S00152,2024-01-05,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,10,4.5,40.49,15.0,25.49,C199,True,False,25.49
S00153,2024-01-05,Online,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,3,54.99,10,16.5,148.47,60.0,88.47,C099,True,False,88.47
S00154,2024-01-05,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,15,18.0,101.98,44.0,57.98,C072,True,False,57.98
S00155,2024-01-05,Online,PayPal,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C189,True,False,14.49
S00156,2024-01-05,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C087,True,False,9.49
S00157,2024-01-05,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,10,6.0,53.99,22.0,31.99,C136,True,False,31.99
S00158,2024-01-05,Online,Credit Card,P015,Women's Cardigan,Women,Top,3,49.99,10,15.0,134.97,54.0,80.97,C133,True,False,80.97
S00159,2024-01-05,Physical,Debit Card,P020,Unisex Cap,All,Accessories,2,14.99,15,4.5,25.48,8.0,17.48,C018,True,False,17.48
S00160,2024-01-05,Online,Credit Card,P011,Women's Skirt,Women,Skirt,2,39.99,15,12.0,67.98,28.0,39.98,C124,True,False,39.98
S00161,2024-01-05,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,10,8.5,76.49,32.0,44.49,C160,True,False,44.49
S00162,2024-01-05,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,15,1.5,8.49,2.5,5.99,C143,True,False,5.99
S00163,2024-01-05,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,10,2.0,17.98,5.0,12.98,C017,True,False,12.98
S00164,2024-01-05,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,15,4.5,25.48,8.0,17.48,C031,True,True,0.0
S00165,2024-01-05,Online,Debit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,10,4.5,40.49,15.0,25.49,C143,True,False,25.49
S00166,2024-01-05,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,4,59.99,10,24.0,215.96,88.0,127.96,C127,True,True,0.0
S00167,2024-01-05,Physical,Mobile Pay,P009,Women's Casual Dress,Women,Dress,1,44.99,20,9.0,35.99,16.0,19.99,C148,True,False,19.99
S00168,2024-01-05,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,5,2.75,52.24,20.0,32.24,C064,True,False,32.24
S00169,2024-01-05,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,10,3.0,26.98,8.0,18.98,C022,True,False,18.98
S00170,2024-01-05,Online,Credit Card,P017,Kids Jeans,Kids,Pants,3,29.99,5,4.5,85.47,30.0,55.47,C002,True,False,55.47
S00171,2024-01-05,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,20,20.0,79.98,36.0,43.98,C062,True,False,43.98
S00172,2024-01-05,Online,Credit Card,P018,Kids Jacket,Kids,Jacket,1,44.99,0,0.0,44.99,16.0,28.99,C072,True,False,28.99
S00173,2024-01-05,Online,Mobile Pay,P005,Men's Hoodie,Men,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C054,True,False,69.98
S00174,2024-01-05,Physical,Debit Card,P002,Men's Premium T-shirt,Men,Shirt,3,29.99,5,4.5,85.47,33.0,52.47,C027,True,False,52.47
S00175,2024-01-05,Online,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,10,2.0,17.99,6.0,11.99,C038,True,False,11.99
S00176,2024-01-05,Online,Mobile Pay,P005,Men's Hoodie,Men,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,C090,True,False,63.98
S00177,2024-01-05,Physical,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,5,2.5,47.49,18.0,29.49,C111,True,False,29.49
S00178,2024-01-05,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C082,True,False,9.49
S00179,2024-01-05,Online,Debit Card,P017,Kids Jeans,Kids,Pants,2,29.99,10,6.0,53.98,20.0,33.98,C006,True,False,33.98
S00180,2024-01-05,Physical,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,10,3.0,26.99,11.0,15.99,C071,True,True,0.0
S00181,2024-01-05,Physical,Debit Card,P002,Men's Premium T-shirt,Men,Shirt,2,29.99,20,12.0,47.98,22.0,25.98,C019,True,False,25.98
