date,product_id,product_name,category,stock_level,reorder_point,supplier,unit_cost,stock_value,stock_change,is_suspect,daily_sales,stock_health,is_near_stockout,rolling_avg_sales,days_until_stockout
2024-01-16,P001,Men's Basic T-shirt,Men,173,40,Urban Threads Co.,7.0,1211.0,-1.0,False,1,4.32,False,2.0,86.5
2024-01-17,P001,Men's Basic T-shirt,Men,173,40,Urban Threads Co.,7.0,1211.0,0.0,False,0,4.32,False,1.5714285714285714,110.1
2024-01-18,P001,Men's Basic T-shirt,Men,170,40,Urban Threads Co.,7.0,1190.0,-3.0,False,3,4.25,False,2.0,85.0
2024-01-19,P001,Men's Basic T-shirt,Men,169,40,Urban Threads Co.,7.0,1183.0,-1.0,False,1,4.22,False,1.5714285714285714,107.5
2024-01-20,P001,Men's Basic T-shirt,Men,168,40,Urban Threads Co.,7.0,1176.0,-1.0,False,1,4.2,False,1.0,168.0
2024-01-21,P001,Men's Basic T-shirt,Men,167,40,Urban Threads Co.,7.0,1169.0,-1.0,False,1,4.18,False,1.1428571428571428,146.1
2024-01-22,P001,Men's Basic T-shirt,Men,167,40,Urban Threads Co.,7.0,1169.0,0.0,False,0,4.18,False,1.0,167.0
2024-01-23,P001,Men's Basic T-shirt,Men,165,40,Urban Threads Co.,7.0,1155.0,-2.0,False,2,4.12,False,1.1428571428571428,144.4
2024-01-24,P001,Men's Basic T-shirt,Men,165,40,Urban Threads Co.,7.0,1155.0,0.0,False,0,4.12,False,1.1428571428571428,144.4
2024-01-25,P001,Men's Basic T-shirt,Men,164,40,Urban Threads Co.,7.0,1148.0,-1.0,False,1,4.1,False,0.8571428571428571,191.3
2024-01-26,P001,Men's Basic T-shirt,Men,164,40,Urban Threads Co.,7.0,1148.0,0.0,False,0,4.1,False,0.7142857142857143,229.6
2024-01-27,P001,Men's Basic T-shirt,Men,164,40,Urban Threads Co.,7.0,1148.0,0.0,False,0,4.1,False,0.5714285714285714,287.0
2024-01-28,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,-1.0,False,1,4.08,False,0.5714285714285714,285.2
2024-01-29,P001,Men's Basic T-shirt,Men,160,40,Urban Threads Co.,7.0,1120.0,-3.0,False,3,4.0,False,1.0,160.0
2024-01-30,P001,Men's Basic T-shirt,Men,158,40,Urban Threads Co.,7.0,1106.0,-2.0,False,2,3.95,False,1.0,158.0
2024-01-31,P001,Men's Basic T-shirt,Men,158,40,Urban Threads Co.,7.0,1106.0,0.0,False,0,3.95,False,1.0,158.0
2024-02-01,P001,Men's Basic T-shirt,Men,158,40,Urban Threads Co.,7.0,1106.0,0.0,False,0,3.95,False,0.8571428571428571,184.3
2024-02-02,P001,Men's Basic T-shirt,Men,158,40,Urban Threads Co.,7.0,1106.0,0.0,False,0,3.95,False,0.8571428571428571,184.3
2024-02-03,P001,Men's Basic T-shirt,Men,158,40,Urban Threads Co.,7.0,1106.0,0.0,False,0,3.95,False,0.8571428571428571,184.3
2024-02-04,P001,Men's Basic T-shirt,Men,156,40,Urban Threads Co.,7.0,1092.0,-2.0,False,2,3.9,False,1.0,156.0
2024-02-05,P001,Men's Basic T-shirt,Men,156,40,Urban Threads Co.,7.0,1092.0,0.0,False,0,3.9,False,0.5714285714285714,273.0
2024-02-06,P001,Men's Basic T-shirt,Men,153,40,Urban Threads Co.,7.0,1071.0,-3.0,False,3,3.82,False,0.7142857142857143,214.2
2024-02-07,P001,Men's Basic T-shirt,Men,152,40,Urban Threads Co.,7.0,1064.0,-1.0,False,1,3.8,False,0.8571428571428571,177.3
2024-02-08,P001,Men's Basic T-shirt,Men,152,40,Urban Threads Co.,7.0,1064.0,0.0,False,0,3.8,False,0.8571428571428571,177.3
2024-02-09,P001,Men's Basic T-shirt,Men,149,40,Urban Threads Co.,7.0,1043.0,-3.0,False,3,3.72,False,1.2857142857142858,115.9
2024-02-10,P001,Men's Basic T-shirt,Men,145,40,Urban Threads Co.,7.0,1015.0,-4.0,False,4,3.62,False,1.8571428571428572,78.1
2024-02-11,P001,Men's Basic T-shirt,Men,139,40,Urban Threads Co.,7.0,973.0,-6.0,False,6,3.48,False,2.4285714285714284,57.2
2024-02-12,P001,Men's Basic T-shirt,Men,137,40,Urban Threads Co.,7.0,959.0,-2.0,False,2,3.42,False,2.7142857142857144,50.5
2024-02-13,P001,Men's Basic T-shirt,Men,136,40,Urban Threads Co.,7.0,952.0,-1.0,False,1,3.4,False,2.4285714285714284,56.0
2024-02-14,P001,Men's Basic T-shirt,Men,129,40,Urban Threads Co.,7.0,903.0,-7.0,False,7,3.22,False,3.2857142857142856,39.3
2024-02-15,P001,Men's Basic T-shirt,Men,128,40,Urban Threads Co.,7.0,896.0,-1.0,False,1,3.2,False,3.4285714285714284,37.3
2024-02-16,P001,Men's Basic T-shirt,Men,127,40,Urban Threads Co.,7.0,889.0,-1.0,False,1,3.18,False,3.142857142857143,40.4
2024-02-17,P001,Men's Basic T-shirt,Men,127,40,Urban Threads Co.,7.0,889.0,0.0,False,0,3.18,False,2.5714285714285716,49.4
2024-02-18,P001,Men's Basic T-shirt,Men,125,40,Urban Threads Co.,7.0,875.0,-2.0,False,2,3.12,False,2.0,62.5
2024-02-19,P001,Men's Basic T-shirt,Men,125,40,Urban Threads Co.,7.0,875.0,0.0,False,0,3.12,False,1.7142857142857142,72.9
2024-02-20,P001,Men's Basic T-shirt,Men,122,40,Urban Threads Co.,7.0,854.0,-3.0,False,3,3.05,False,2.0,61.0
2024-02-21,P001,Men's Basic T-shirt,Men,121,40,Urban Threads Co.,7.0,847.0,-1.0,False,1,3.02,False,1.1428571428571428,105.9
2024-02-22,P001,Men's Basic T-shirt,Men,121,40,Urban Threads Co.,7.0,847.0,0.0,False,0,3.02,False,1.0,121.0
2024-02-23,P001,Men's Basic T-shirt,Men,121,40,Urban Threads Co.,7.0,847.0,0.0,False,0,3.02,False,0.8571428571428571,141.2
2024-02-24,P001,Men's Basic T-shirt,Men,117,40,Urban Threads Co.,7.0,819.0,-4.0,False,4,2.92,False,1.4285714285714286,81.9
2024-02-25,P001,Men's Basic T-shirt,Men,117,40,Urban Threads Co.,7.0,819.0,0.0,False,0,2.92,False,1.1428571428571428,102.4
2024-02-26,P001,Men's Basic T-shirt,Men,115,40,Urban Threads Co.,7.0,805.0,-2.0,False,2,2.88,False,1.4285714285714286,80.5
2024-02-27,P001,Men's Basic T-shirt,Men,112,40,Urban Threads Co.,7.0,784.0,-3.0,False,3,2.8,False,1.4285714285714286,78.4
2024-02-28,P001,Men's Basic T-shirt,Men,112,40,Urban Threads Co.,7.0,784.0,0.0,False,0,2.8,False,1.2857142857142858,87.1
2024-02-29,P001,Men's Basic T-shirt,Men,112,40,Urban Threads Co.,7.0,784.0,0.0,False,0,2.8,False,1.2857142857142858,87.1
2024-03-01,P001,Men's Basic T-shirt,Men,112,40,Urban Threads Co.,7.0,784.0,0.0,False,0,2.8,False,1.2857142857142858,87.1
2024-03-02,P001,Men's Basic T-shirt,Men,112,40,Urban Threads Co.,7.0,784.0,0.0,False,0,2.8,False,0.7142857142857143,156.8
2024-03-03,P001,Men's Basic T-shirt,Men,110,40,Urban Threads Co.,7.0,770.0,-2.0,False,2,2.75,False,1.0,110.0
2024-03-04,P001,Men's Basic T-shirt,Men,109,40,Urban Threads Co.,7.0,763.0,-1.0,False,1,2.72,False,0.8571428571428571,127.2
2024-03-05,P001,Men's Basic T-shirt,Men,101,40,Urban Threads Co.,7.0,707.0,-8.0,False,8,2.52,False,1.5714285714285714,64.3
2024-03-06,P001,Men's Basic T-shirt,Men,101,40,Urban Threads Co.,7.0,707.0,0.0,False,0,2.52,False,1.5714285714285714,64.3
2024-03-07,P001,Men's Basic T-shirt,Men,101,40,Urban Threads Co.,7.0,707.0,0.0,False,0,2.52,False,1.5714285714285714,64.3
2024-03-08,P001,Men's Basic T-shirt,Men,101,40,Urban Threads Co.,7.0,707.0,0.0,False,0,2.52,False,1.5714285714285714,64.3
2024-03-09,P001,Men's Basic T-shirt,Men,101,40,Urban Threads Co.,7.0,707.0,0.0,False,0,2.52,False,1.5714285714285714,64.3
2024-03-10,P001,Men's Basic T-shirt,Men,101,40,Urban Threads Co.,7.0,707.0,0.0,False,0,2.52,False,1.2857142857142858,78.6
2024-03-11,P001,Men's Basic T-shirt,Men,98,40,Urban Threads Co.,7.0,686.0,-3.0,False,3,2.45,False,1.5714285714285714,62.4
2024-03-12,P001,Men's Basic T-shirt,Men,98,40,Urban Threads Co.,7.0,686.0,0.0,False,0,2.45,False,0.42857142857142855,228.7
2024-03-13,P001,Men's Basic T-shirt,Men,98,40,Urban Threads Co.,7.0,686.0,0.0,False,0,2.45,False,0.42857142857142855,228.7
2024-03-14,P001,Men's Basic T-shirt,Men,98,40,Urban Threads Co.,7.0,686.0,0.0,False,0,2.45,False,0.42857142857142855,228.7
2024-03-15,P001,Men's Basic T-shirt,Men,98,40,Urban Threads Co.,7.0,686.0,0.0,False,0,2.45,False,0.42857142857142855,228.7
2024-03-16,P001,Men's Basic T-shirt,Men,98,40,Urban Threads Co.,7.0,686.0,0.0,False,0,2.45,False,0.42857142857142855,228.7
2024-03-17,P001,Men's Basic T-shirt,Men,96,40,Urban Threads Co.,7.0,672.0,-2.0,False,2,2.4,False,0.7142857142857143,134.4
2024-03-18,P001,Men's Basic T-shirt,Men,93,40,Urban Threads Co.,7.0,651.0,-3.0,False,3,2.33,False,0.7142857142857143,130.2
2024-03-19,P001,Men's Basic T-shirt,Men,91,40,Urban Threads Co.,7.0,637.0,-2.0,False,2,2.28,False,1.0,91.0
2024-03-20,P001,Men's Basic T-shirt,Men,88,40,Urban Threads Co.,7.0,616.0,-3.0,False,3,2.2,False,1.4285714285714286,61.6
2024-03-21,P001,Men's Basic T-shirt,Men,88,40,Urban Threads Co.,7.0,616.0,0.0,False,0,2.2,False,1.4285714285714286,61.6
2024-03-22,P001,Men's Basic T-shirt,Men,88,40,Urban Threads Co.,7.0,616.0,0.0,False,0,2.2,False,1.4285714285714286,61.6
2024-03-23,P001,Men's Basic T-shirt,Men,86,40,Urban Threads Co.,7.0,602.0,-2.0,False,2,2.15,False,1.7142857142857142,50.2
2024-03-24,P001,Men's Basic T-shirt,Men,84,40,Urban Threads Co.,7.0,588.0,-2.0,False,2,2.1,False,1.7142857142857142,49.0
2024-03-25,P001,Men's Basic T-shirt,Men,84,40,Urban Threads Co.,7.0,588.0,0.0,False,0,2.1,False,1.2857142857142858,65.3
2024-03-26,P001,Men's Basic T-shirt,Men,83,40,Urban Threads Co.,7.0,581.0,-1.0,False,1,2.08,False,1.1428571428571428,72.6
2024-03-27,P001,Men's Basic T-shirt,Men,83,40,Urban Threads Co.,7.0,581.0,0.0,False,0,2.08,False,0.7142857142857143,116.2
2024-03-28,P001,Men's Basic T-shirt,Men,82,40,Urban Threads Co.,7.0,574.0,-1.0,False,1,2.05,False,0.8571428571428571,95.7
2024-03-29,P001,Men's Basic T-shirt,Men,77,40,Urban Threads Co.,7.0,539.0,-5.0,False,5,1.92,False,1.5714285714285714,49.0
2024-03-30,P001,Men's Basic T-shirt,Men,77,40,Urban Threads Co.,7.0,539.0,0.0,False,0,1.92,False,1.2857142857142858,59.9
2024-03-31,P001,Men's Basic T-shirt,Men,75,40,Urban Threads Co.,7.0,525.0,-2.0,False,2,1.88,False,1.2857142857142858,58.3
2024-04-01,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,-3.0,False,3,1.8,False,1.7142857142857142,42.0
2024-04-02,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,0.0,False,0,1.8,False,1.5714285714285714,45.8
2024-04-03,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,0.0,False,0,1.8,False,1.5714285714285714,45.8
2024-04-04,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,0.0,False,0,1.8,False,1.4285714285714286,50.4
2024-04-05,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,0.0,False,0,1.8,False,0.7142857142857143,100.8
2024-04-06,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,0.0,False,0,1.8,False,0.7142857142857143,100.8
2024-04-07,P001,Men's Basic T-shirt,Men,72,40,Urban Threads Co.,7.0,504.0,0.0,False,0,1.8,False,0.42857142857142855,168.0
2024-04-08,P001,Men's Basic T-shirt,Men,65,40,Urban Threads Co.,7.0,455.0,-7.0,False,7,1.62,False,1.0,65.0
2024-04-09,P001,Men's Basic T-shirt,Men,64,40,Urban Threads Co.,7.0,448.0,-1.0,False,1,1.6,False,1.1428571428571428,56.0
2024-04-10,P001,Men's Basic T-shirt,Men,61,40,Urban Threads Co.,7.0,427.0,-3.0,False,3,1.52,False,1.5714285714285714,38.8
2024-04-11,P001,Men's Basic T-shirt,Men,61,40,Urban Threads Co.,7.0,427.0,0.0,False,0,1.52,False,1.5714285714285714,38.8
2024-04-12,P001,Men's Basic T-shirt,Men,61,40,Urban Threads Co.,7.0,427.0,0.0,False,0,1.52,False,1.5714285714285714,38.8
2024-04-13,P001,Men's Basic T-shirt,Men,61,40,Urban Threads Co.,7.0,427.0,0.0,False,0,1.52,False,1.5714285714285714,38.8
2024-04-14,P001,Men's Basic T-shirt,Men,56,40,Urban Threads Co.,7.0,392.0,-5.0,False,5,1.4,False,2.2857142857142856,24.5
2024-04-15,P001,Men's Basic T-shirt,Men,55,40,Urban Threads Co.,7.0,385.0,-1.0,False,1,1.38,False,1.4285714285714286,38.5
2024-04-16,P001,Men's Basic T-shirt,Men,55,40,Urban Threads Co.,7.0,385.0,0.0,False,0,1.38,False,1.2857142857142858,42.8
2024-04-17,P001,Men's Basic T-shirt,Men,53,40,Urban Threads Co.,7.0,371.0,-2.0,False,2,1.32,False,1.1428571428571428,46.4
2024-04-18,P001,Men's Basic T-shirt,Men,53,40,Urban Threads Co.,7.0,371.0,0.0,False,0,1.32,False,1.1428571428571428,46.4
2024-04-19,P001,Men's Basic T-shirt,Men,53,40,Urban Threads Co.,7.0,371.0,0.0,False,0,1.32,False,1.1428571428571428,46.4
2024-04-20,P001,Men's Basic T-shirt,Men,53,40,Urban Threads Co.,7.0,371.0,0.0,False,0,1.32,False,1.1428571428571428,46.4
2024-04-21,P001,Men's Basic T-shirt,Men,51,40,Urban Threads Co.,7.0,357.0,-2.0,False,2,1.27,False,0.7142857142857143,71.4
2024-04-22,P001,Men's Basic T-shirt,Men,51,40,Urban Threads Co.,7.0,357.0,0.0,False,0,1.27,False,0.5714285714285714,89.2
2024-04-23,P001,Men's Basic T-shirt,Men,51,40,Urban Threads Co.,7.0,357.0,0.0,False,0,1.27,False,0.5714285714285714,89.2
2024-04-24,P001,Men's Basic T-shirt,Men,51,40,Urban Threads Co.,7.0,357.0,0.0,False,0,1.27,False,0.2857142857142857,178.5
2024-04-25,P001,Men's Basic T-shirt,Men,51,40,Urban Threads Co.,7.0,357.0,0.0,False,0,1.27,False,0.2857142857142857,178.5
2024-04-26,P001,Men's Basic T-shirt,Men,51,40,Urban Threads Co.,7.0,357.0,0.0,False,0,1.27,False,0.2857142857142857,178.5
2024-04-27,P001,Men's Basic T-shirt,Men,49,40,Urban Threads Co.,7.0,343.0,-2.0,False,2,1.23,False,0.5714285714285714,85.8
2024-04-28,P001,Men's Basic T-shirt,Men,43,40,Urban Threads Co.,7.0,301.0,-6.0,False,6,1.08,False,1.1428571428571428,37.6
2024-04-29,P001,Men's Basic T-shirt,Men,42,40,Urban Threads Co.,7.0,294.0,-1.0,False,1,1.05,False,1.2857142857142858,32.7
2024-04-30,P001,Men's Basic T-shirt,Men,42,40,Urban Threads Co.,7.0,294.0,0.0,False,0,1.05,False,1.2857142857142858,32.7
2024-05-01,P001,Men's Basic T-shirt,Men,41,40,Urban Threads Co.,7.0,287.0,-1.0,False,1,1.02,False,1.4285714285714286,28.7
2024-05-02,P001,Men's Basic T-shirt,Men,186,40,Urban Threads Co.,7.0,1302.0,145.0,True,0,4.65,False,1.4285714285714286,130.2
2024-05-03,P001,Men's Basic T-shirt,Men,186,40,Urban Threads Co.,7.0,1302.0,0.0,False,0,4.65,False,1.4285714285714286,130.2
2024-05-04,P001,Men's Basic T-shirt,Men,184,40,Urban Threads Co.,7.0,1288.0,-2.0,False,2,4.6,False,1.4285714285714286,128.8
2024-05-05,P001,Men's Basic T-shirt,Men,183,40,Urban Threads Co.,7.0,1281.0,-1.0,False,1,4.58,False,0.7142857142857143,256.2
2024-05-06,P001,Men's Basic T-shirt,Men,183,40,Urban Threads Co.,7.0,1281.0,0.0,False,0,4.58,False,0.5714285714285714,320.2
2024-05-07,P001,Men's Basic T-shirt,Men,181,40,Urban Threads Co.,7.0,1267.0,-2.0,False,2,4.53,False,0.8571428571428571,211.2
2024-05-08,P001,Men's Basic T-shirt,Men,181,40,Urban Threads Co.,7.0,1267.0,0.0,False,0,4.53,False,0.7142857142857143,253.4
2024-05-09,P001,Men's Basic T-shirt,Men,180,40,Urban Threads Co.,7.0,1260.0,-1.0,False,1,4.5,False,0.8571428571428571,210.0
2024-05-10,P001,Men's Basic T-shirt,Men,178,40,Urban Threads Co.,7.0,1246.0,-2.0,False,2,4.45,False,1.1428571428571428,155.8
2024-05-11,P001,Men's Basic T-shirt,Men,178,40,Urban Threads Co.,7.0,1246.0,0.0,False,0,4.45,False,0.8571428571428571,207.7
2024-05-12,P001,Men's Basic T-shirt,Men,177,40,Urban Threads Co.,7.0,1239.0,-1.0,False,1,4.42,False,0.8571428571428571,206.5
2024-05-13,P001,Men's Basic T-shirt,Men,176,40,Urban Threads Co.,7.0,1232.0,-1.0,False,1,4.4,False,1.0,176.0
2024-05-14,P001,Men's Basic T-shirt,Men,173,40,Urban Threads Co.,7.0,1211.0,-3.0,False,3,4.32,False,1.1428571428571428,151.4
2024-05-15,P001,Men's Basic T-shirt,Men,171,40,Urban Threads Co.,7.0,1197.0,-2.0,False,2,4.28,False,1.4285714285714286,119.7
2024-05-16,P001,Men's Basic T-shirt,Men,170,40,Urban Threads Co.,7.0,1190.0,-1.0,False,1,4.25,False,1.4285714285714286,119.0
2024-05-17,P001,Men's Basic T-shirt,Men,170,40,Urban Threads Co.,7.0,1190.0,0.0,False,0,4.25,False,1.1428571428571428,148.8
2024-05-18,P001,Men's Basic T-shirt,Men,170,40,Urban Threads Co.,7.0,1190.0,0.0,False,0,4.25,False,1.1428571428571428,148.8
2024-05-19,P001,Men's Basic T-shirt,Men,167,40,Urban Threads Co.,7.0,1169.0,-3.0,False,3,4.18,False,1.4285714285714286,116.9
2024-05-20,P001,Men's Basic T-shirt,Men,167,40,Urban Threads Co.,7.0,1169.0,0.0,False,0,4.18,False,1.2857142857142858,129.9
2024-05-21,P001,Men's Basic T-shirt,Men,166,40,Urban Threads Co.,7.0,1162.0,-1.0,False,1,4.15,False,1.0,166.0
2024-05-22,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,-3.0,False,3,4.08,False,1.1428571428571428,142.6
2024-05-23,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,1.0,163.0
2024-05-24,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,1.0,163.0
2024-05-25,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,1.0,163.0
2024-05-26,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.5714285714285714,285.2
2024-05-27,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.5714285714285714,285.2
2024-05-28,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.42857142857142855,380.3
2024-05-29,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.0,999.0
2024-05-30,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.0,999.0
2024-05-31,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.0,999.0
2024-06-01,P001,Men's Basic T-shirt,Men,163,40,Urban Threads Co.,7.0,1141.0,0.0,False,0,4.08,False,0.0,999.0
2024-06-02,P001,Men's Basic T-shirt,Men,155,40,Urban Threads Co.,7.0,1085.0,-8.0,False,8,3.88,False,1.1428571428571428,135.6
2024-06-03,P001,Men's Basic T-shirt,Men,149,40,Urban Threads Co.,7.0,1043.0,-6.0,False,6,3.72,False,2.0,74.5
2024-06-04,P001,Men's Basic T-shirt,Men,146,40,Urban Threads Co.,7.0,1022.0,-3.0,False,3,3.65,False,2.4285714285714284,60.1
2024-06-05,P001,Men's Basic T-shirt,Men,142,40,Urban Threads Co.,7.0,994.0,-4.0,False,4,3.55,False,3.0,47.3
2024-06-06,P001,Men's Basic T-shirt,Men,139,40,Urban Threads Co.,7.0,973.0,-3.0,False,3,3.48,False,3.4285714285714284,40.5
2024-06-07,P001,Men's Basic T-shirt,Men,139,40,Urban Threads Co.,7.0,973.0,0.0,False,0,3.48,False,3.4285714285714284,40.5
2024-06-08,P001,Men's Basic T-shirt,Men,139,40,Urban Threads Co.,7.0,973.0,0.0,False,0,3.48,False,3.4285714285714284,40.5
2024-06-09,P001,Men's Basic T-shirt,Men,139,40,Urban Threads Co.,7.0,973.0,0.0,False,0,3.48,False,2.2857142857142856,60.8
2024-06-10,P001,Men's Basic T-shirt,Men,133,40,Urban Threads Co.,7.0,931.0,-6.0,False,6,3.32,False,2.2857142857142856,58.2
2024-06-11,P001,Men's Basic T-shirt,Men,133,40,Urban Threads Co.,7.0,931.0,0.0,False,0,3.32,False,1.8571428571428572,71.6
2024-06-12,P001,Men's Basic T-shirt,Men,130,40,Urban Threads Co.,7.0,910.0,-3.0,False,3,3.25,False,1.7142857142857142,75.8
2024-06-13,P001,Men's Basic T-shirt,Men,127,40,Urban Threads Co.,7.0,889.0,-3.0,False,3,3.18,False,1.7142857142857142,74.1
2024-06-14,P001,Men's Basic T-shirt,Men,125,40,Urban Threads Co.,7.0,875.0,-2.0,False,2,3.12,False,2.0,62.5
2024-06-15,P001,Men's Basic T-shirt,Men,121,40,Urban Threads Co.,7.0,847.0,-4.0,False,4,3.02,False,2.5714285714285716,47.1
2024-06-16,P001,Men's Basic T-shirt,Men,119,40,Urban Threads Co.,7.0,833.0,-2.0,False,2,2.98,False,2.857142857142857,41.6
2024-06-17,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,-1.0,False,1,2.95,False,2.142857142857143,55.1
2024-06-18,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,2.142857142857143,55.1
2024-06-19,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,1.7142857142857142,68.8
2024-06-20,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,1.2857142857142858,91.8
2024-06-21,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,1.0,118.0
2024-06-22,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,0.42857142857142855,275.3
2024-06-23,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,0.14285714285714285,826.0
2024-06-24,P001,Men's Basic T-shirt,Men,118,40,Urban Threads Co.,7.0,826.0,0.0,False,0,2.95,False,0.0,999.0
2024-06-25,P001,Men's Basic T-shirt,Men,116,40,Urban Threads Co.,7.0,812.0,-2.0,False,2,2.9,False,0.2857142857142857,406.0
2024-06-26,P001,Men's Basic T-shirt,Men,113,40,Urban Threads Co.,7.0,791.0,-3.0,False,3,2.82,False,0.7142857142857143,158.2
2024-06-27,P001,Men's Basic T-shirt,Men,113,40,Urban Threads Co.,7.0,791.0,0.0,False,0,2.82,False,0.7142857142857143,158.2
2024-06-28,P001,Men's Basic T-shirt,Men,113,40,Urban Threads Co.,7.0,791.0,0.0,False,0,2.82,False,0.7142857142857143,158.2
2024-06-29,P001,Men's Basic T-shirt,Men,111,40,Urban Threads Co.,7.0,777.0,-2.0,False,2,2.78,False,1.0,111.0
2024-06-30,P001,Men's Basic T-shirt,Men,111,40,Urban Threads Co.,7.0,777.0,0.0,False,0,2.78,False,1.0,111.0
2024-07-01,P001,Men's Basic T-shirt,Men,110,40,Urban Threads Co.,7.0,770.0,-1.0,False,1,2.75,False,1.1428571428571428,96.2
2024-07-02,P001,Men's Basic T-shirt,Men,110,40,Urban Threads Co.,7.0,770.0,0.0,False,0,2.75,False,0.8571428571428571,128.3
2024-07-03,P001,Men's Basic T-shirt,Men,103,40,Urban Threads Co.,7.0,721.0,-7.0,False,7,2.58,False,1.4285714285714286,72.1
2024-07-04,P001,Men's Basic T-shirt,Men,103,40,Urban Threads Co.,7.0,721.0,0.0,False,0,2.58,False,1.4285714285714286,72.1
2024-07-05,P001,Men's Basic T-shirt,Men,103,40,Urban Threads Co.,7.0,721.0,0.0,False,0,2.58,False,1.4285714285714286,72.1
